Wine Name,Slug,Collection ID,Locale ID,Item ID,Created On,Updated On,Published On,Bottle Image,One Liner Description,Vintage,Soil Type,Grape Variety,Wine Type,Price of Bottle,Long decription,Winemaking Method,Ageing,Tasting Notes,Food Pairing,Expert Ratings,Soil_Text,VariantID,AltName
Errazuriz Aconcagua Costa Chardonnay Aconcagua Valley 2018,errazuriz-aconcagua-costa-chardonnay-aconcagua-valley-2018,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b276999b4070c0ac50c6c,Thu Dec 12 2024 18:11:53 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:12 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b276999b4070c0ac50c24_6734e1e8f86c501ae29217b2_Errazuriz%2520Aconcagua%2520Costa%2520Chardonnay%2520Aconcagua%2520Valley%25202018.png,,"2018, 2019",granite; schist,chardonnay,white,229,,Barrel fermentation,10 months in 20% new French oak,"Tropical fruit, toasted almonds, citrus, creamy texture","Lobster, creamy pasta, roasted chicken",93 (Wine Enthusiast),,354999,Errazuriz Aconcagua Costa Chardonnay Aconcagua Valley 2018
Errazuriz Don Maximiano Founder's Reserve 2017,errazuriz-don-maximiano-founders-reserve-2017,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b276acaeaffec3895e9f9,Thu Dec 12 2024 18:11:54 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:12 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2769caeaffec3895e9c6_6734e1e99f6b607178f1c77d_Errazuriz%2520Don%2520Maximiano%2520Founder%2527s%2520Reserve%25202017.png,,"2017, 2018, 2015",alluvial-soils,cabernet-sauvignon; carmenere; syrah; petit-verdot,red,588,,"Stainless steel fermentation, extended maceration",22 months in 70% new French oak barrels,"Blackberry, cassis, dark chocolate, polished tannins","Grilled lamb, beef tenderloin, hard cheeses",96 (James Suckling),,355001,Errazuriz Don Maximiano Founder's Reserve 2017
Esprit Leflaive Pouilly-Fuissé Clos Reyssier 2019,esprit-leflaive-pouilly-fuisse-clos-reyssier-2019,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2769302e0731d32f9370,Thu Dec 12 2024 18:11:53 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:13 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2769302e0731d32f9353_67385ad4eec8342a652e120a_Esprit%2520Leflaive%2520Pouilly%2520Fuisse%25CC%2581%2520Clos%2520Reyssier%25202019.png,,"2019, 2020",limestone; marl,chardonnay,white,858,,Indigenous yeast fermentation,10 months in oak barrels,"Lemon, white peach, floral hints, long mineral finish","Roast poultry, creamy mushroom dishes, mild cheeses",93 (Wine Spectator),,355003,Esprit Leflaive Pouilly-Fuisse Clos Reyssier 2019
F.X. Pichler Dürnsteiner Riesling Smaragd Wachau 2018,f-x-pichler-durnsteiner-riesling-smaragd-wachau-2018,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b276a0935ed67dede0dbe,Thu Dec 12 2024 18:11:54 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:12 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b276a0935ed67dede0da4_6734e1ebbedaddb536db0c23_F.X.%2520Pichler%2520Durnsteiner%2520Riesling%2520Smaragd%2520Wachau%25202018.png,,"2018, 2017",primary-rock; loess,riesling,white,358,,Fermentation in stainless steel,6-8 months on lees in steel tanks,"Apricot, lime, wet stone, rich and vibrant texture","Asian cuisine, grilled fish, spicy dishes",96 (Wine Spectator),,355005,F.X. Pichler Durnsteiner Riesling Smaragd Wachau 2018
F.X. Pichler Riesling Ried Steinertal 2021,f-x-pichler-riesling-ried-steinertal-2021,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b276b6391c7c3e2437aea,Thu Dec 12 2024 18:11:55 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:12 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b276a6391c7c3e24379fb_6734e1eb0f317306e667495c_F.X.%2520Pichler%2520Riesling%2520Ried%2520Steinertal%25202021.png,,"2021, 2020",gravelly; primary-rock,riesling,white,458,,Controlled fermentation in steel,10 months on fine lees,"Green apple, white peach, floral notes, saline finish","Sushi, pork dishes, light creamy sauces",95 (Wine Advocate),,355007,F.X. Pichler Riesling Ried Steinertal 2021
Ferrero Barolo Classico Extra Vecchio 1949,ferrero-barolo-classico-extra-vecchio-1949,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b276b1fae028cdb4e3e58,Thu Dec 12 2024 18:11:55 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:13 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b276b1fae028cdb4e3e12_673461d498308e64c19bae0a_Ferrero%2520Barolo%2520Classico%2520Extra%2520Vecchio.png,,1949,calcareous-marl,nebbiolo,red,999,,Long maceration and oak fermentation,36 months in large oak casks,"Evolved: dried rose, leather, dried cherry, tobacco","Braised lamb, mushroom risotto",Rare collector’s vintage,,355017,Ferrero Barolo Classico Extra Vecchio 1949
Fontanafredda Barolo 1982,fontanafredda-barolo-1982,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b276d66b985d10e7f7127,Thu Dec 12 2024 18:11:57 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:13 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b276c66b985d10e7f7064_673473ad3dd434a47f4812bc_Fontanafredda%2520Barolo%25201982.png,,"1982, 1985",clay-limestone,nebbiolo,red,788,,Traditional Barolo fermentation,24-36 months in Slavonian oak,"Cherry, tar, dried roses, subtle spice","Roast beef, aged Parmesan, game meat",94 (Wine Enthusiast),,355019,Fontanafredda Barolo 1982
Fontanafredda Barolo 1989,fontanafredda-barolo-1989,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b276c5f874ed2f9e4ef1b,Thu Dec 12 2024 18:11:56 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:13 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b276c5f874ed2f9e4eed9_6732083b31a447d9eeb65fce_Fontanafredda%2520Barolo%25201989.png,,"1989, 1990",clay-limestone,nebbiolo,red,788,,Maceration and oak fermentation,36 months in large oak barrels,"Plum, licorice, tobacco, earthy tones","Truffle dishes, red meat, firm cheeses",95 (Wine Advocate),,355021,Fontanafredda Barolo 1989
Fontevino Brunello di Montalcino DOCG Tuscany 1978,fontevino-brunello-di-montalcino-docg-tuscany-1978,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b276c2da817cae781802c,Thu Dec 12 2024 18:11:56 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:13 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b276c2da817cae7817e35_6732083b201c93c99b7adb29_Fontevino%2520Brunello%2520di%2520Montalcino%2520DOCG%2520Tuscany%25201978.png,,"1978, 1977",galestro; clay,sangiovese-grosso,red,729,,Long maceration and fermentation,36 months in large Slavonian oak,"Dried cherry, balsamic, tobacco, firm tannins","Bistecca alla Fiorentina, hearty stews",Rare vintage collectible,,355023,Fontevino Brunello di Montalcino DOCG Tuscany 1978
Fratelli Minuto Barolo Riserva DOCG Piedmont 1967,fratelli-minuto-barolo-riserva-docg-piedmont-1967,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b276c5087a4313a207629,Thu Dec 12 2024 18:11:56 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:13 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b276c5087a4313a207614_6734e1fea0e6120d3924eee8_Fratelli%2520Minuto%2520Barolo%2520Riserva%2520DOCG%2520Piedmont%25201967.png,,"1967, 1964",marl; calcareous-clay,nebbiolo,red,699,,Extended fermentation and aging,48 months in large oak casks,"Dried flowers, tar, cherry liqueur, leather","Wild boar, truffle pasta, aged Pecorino",96 (Decanter),,355025,Fratelli Minuto Barolo Riserva DOCG Piedmont 1967
Giacomo Borgogno & Figli No Name Piedmont 2020,giacomo-borgogno-figli-no-name-piedmont-2020,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b276c207cdd1f7e1485f8,Thu Dec 12 2024 18:11:56 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:13 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b276c207cdd1f7e1485ba_67387163d5b1010043e578f5_Giacomo%2520Borgogno%2520%2526%2520Figli%2520No%2520Name%2520Piedmont%25202020.png,,"2020, 2018",calcareous-clay,nebbiolo,red,388,,"Long fermentation, stainless steel",12 months in large oak casks,"Cherry, violet, licorice, firm tannins","Truffle dishes, game, aged Parmesan",92 (Wine Enthusiast),,355027,Giacomo Borgogno & Figli No Name Piedmont 2020
Gilles Gelin Crémant de Bourgogne,gilles-gelin-cremant-de-bourgogne,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b2783f842cac1bdb13910,Thu Dec 12 2024 18:12:19 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:14 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b2783f842cac1bdb138fe_67501c91bf0d601887c8dd36_Gilles%2520Gelin%2520Cre%25CC%2581mant%2520de%2520Bourgogne.png,,NV batches vary,clay-limestone,chardonnay; pinot-noir,sparkling,198,,Traditional method,12-18 months on lees,"Fine bubbles, green apple, citrus, hints of toast","Oysters, sushi, light canapés",88-90 points,,,Gilles Gelin Cremant de Bourgogne
Gilles Gelin Moulin-à-Vent 2020,gilles-gelin-moulin-a-vent-2020,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b27844074ecbef1a8d70a,Thu Dec 12 2024 18:12:20 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:14 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b27844074ecbef1a8d6f9_67501c919da985ae9bbd9c0c_Gilles%2520Gelin%2520Moulin-a%25CC%2580-Vent%25202020.png,,2020,granite,gamay,red,198,,Partial carbonic maceration,10-12 months in oak,"Black cherry, plum, violet, pepper, fine tannins","Duck confit, roasted pork, aged cheese",90-92 points,,,Gilles Gelin Moulin-a-Vent 2020
Godmé Sabine Terre de Verzenay Grand Cru Extra Brut Champagne NV,godme-sabine-terre-de-verzenay-grand-cru-extra-brut-champagne-nv,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b276d33b7ce13408a9c3a,Thu Dec 12 2024 18:11:57 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:14 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b276c33b7ce13408a9bfb_673871649b4c89bda577d480_Godme%2520Sabine%2520Terre%2520de%2520Verzenay%2520Grand%2520Cru%2520Extra%2520Brut%2520Champagne%2520NV.png,,NV,chalk; clay,pinot-noir; chardonnay,sparkling,558,,Traditional Champagne method,36 months on lees,"Green apple, toasted brioche, minerality, vibrant acidity","Oysters, caviar, creamy cheeses",94 (Wine Spectator),,355029,Godme Sabine Terre de Verzenay Grand Cru Extra Brut Champagne NV
Grgich Hills Chardonnay 2020,grgich-hills-chardonnay-2020,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b276d53ee6074439e66b3,Thu Dec 12 2024 18:11:57 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:14 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b276d53ee6074439e666d_6734e1ea915ee1ab21f7162b_Grgich%2520Hills%2520Chardonnay%25202020.png,,"2020, 2019",gravel; clay,chardonnay,white,498,,Fermented in oak barrels,10 months in French oak,"Peach, citrus, hazelnut, balanced oak influence","Roasted chicken, creamy pasta, seafood",93 (Wine Advocate),,355031,Grgich Hills Chardonnay 2020
Grgich Hills Fumé Blanc 2021,grgich-hills-fume-blanc-2021,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b276d6391c7c3e2437cb1,Thu Dec 12 2024 18:11:57 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:15 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b276d6391c7c3e2437c84_6734e1ebd76538209c91ce08_Grgich%2520Hills%2520Fume%2520Blanc%25202021.png,,"2021, 2020",gravelly-loam,sauvignon-blanc,white,390,,Stainless steel fermentation,Brief time on lees,"Grapefruit, lime, grassy notes, crisp and refreshing","Goat cheese, shellfish, light salads",91 (Wine Enthusiast),,355033,Grgich Hills Fume Blanc 2021
Grgich Hills Sauvignon Blanc Skin-Fermented 2020,grgich-hills-sauvignon-blanc-skin-fermented-2020,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b276d465ad9a9657cc04b,Thu Dec 12 2024 18:11:57 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:14 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b276d465ad9a9657cc031_6734e1ebc2482aa5c66c6ce0_Grgich%2520Hills%2520Sauvignon%2520Blanc%2520Skin-Fermented%25202020.png,,2020,gravelly-loam,sauvignon-blanc,white,438,,"Skin contact, aged in neutral oak",8 months in neutral barrels,"Tropical fruits, orange peel, tea-like tannins","Spicy dishes, smoked salmon, herbaceous cuisine",92 (Decanter),,355035,Grgich Hills Sauvignon Blanc Skin-Fermented 2020
"Gustave Lorentz Riesling Altenberg de Bergheim, Alsace Grand Cru 2018",gustave-lorentz-riesling-altenberg-de-bergheim-alsace-grand-cru-2018,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b276e66dff4115844205a,Thu Dec 12 2024 18:11:58 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:17 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b276d66dff41158442011_6734e1eb643313cf48d0ea2d_Gustave%2520Lorentz%2520Riesling%2520Altenberg%2520de%2520Bergheim%252C%2520Alsace%2520Grand%2520Cru%25202018.png,,"2018, 2017",marl-limestone,riesling,white,298,,"Gentle pressing, slow fermentation",12 months on lees,"Lemon zest, white peach, petrol notes, vibrant minerality","Asian dishes, pork, spiced vegetarian meals",95 (Wine Advocate),,355037,"Gustave Lorentz Riesling Altenberg de Bergheim, Alsace Grand Cru 2018"
Henri Giraud 'Esprit Nature' Champagne NV,henri-giraud-esprit-nature-champagne-nv,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b276e309e3b68f0536d06,Thu Dec 12 2024 18:11:58 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:15 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b276e309e3b68f0536cf0_6732083bd8ede2fd03ebb732_Henri%2520Giraud%2520_Esprit%2520Nature_%2520Champagne%2520NV.png,,NV,chalk,pinot-noir; chardonnay,sparkling,388,,Minimal intervention Champagne,24 months on lees,"Pear, red apple, brioche, subtle spice","Seafood platters, fried appetizers",93 (Wine Spectator),,355039,Henri Giraud 'Esprit Nature' Champagne NV
Henri Jouan Chambolle-Musigny Vieilles Vignes 2019,henri-jouan-chambolle-musigny-vieilles-vignes-2019,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b276eb99c0cc95dcd0c90,Thu Dec 12 2024 18:11:58 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:15 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b276eb99c0cc95dcd0c08_6734e1ebfd17aa5dc9ce5a34_Henri%2520Jouan%2520Chambolle%2520Musigny%2520Vieilles%2520Vignes%25202019.png,,"2019, 2018",limestone; marl,pinot-noir,red,648,,Traditional fermentation,12-18 months in French oak barrels,"Strawberry, raspberry, rose petals, silky tannins","Duck, mushroom risotto, soft cheeses",94 (Vinous),,355041,Henri Jouan Chambolle-Musigny Vieilles Vignes 2019
Henri Jouan Clos Saint-Denis Vieilles Vignes Grand Cru 2019,henri-jouan-clos-saint-denis-vieilles-vignes-grand-cru-2019,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b276f302e0731d32f9750,Thu Dec 12 2024 18:11:59 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:15 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b276e302e0731d32f9719_6734e1e9bbcb44e7a06b0ca7_Henri%2520Jouan%2520Clos%2520Saint%2520Denis%2520Vieilles%2520Vignes%2520Grand%2520Cru%25202019.png,,"2019, 2018",clay-limestone,pinot-noir,red,2398,,"Gentle extraction, traditional method",18-20 months in French oak (30% new),"Blackberry, dark cherry, forest floor, complex finish","Venison, truffle dishes, aged cheeses",97 (Wine Advocate),,355043,Henri Jouan Clos Saint-Denis Vieilles Vignes Grand Cru 2019
Henri Jouan Gevrey-Chambertin Aux Echezeaux Vieilles Vignes 2019,henri-jouan-gevrey-chambertin-aux-echezeaux-vieilles-vignes-2019,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b276e9ee615df28bb44ec,Thu Dec 12 2024 18:11:58 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:15 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b276e9ee615df28bb44df_6734e1ebc83e8d4a7bdeb628_Henri%2520Jouan%2520Gevrey%2520Chambertin%2520Aux%2520Echezeaux%2520VV%25202019.png,,"2019, 2018",limestone; marl,pinot-noir,red,738,,Traditional Burgundian methods,12-15 months in French oak barrels,"Black currant, spice, earthy notes, velvety texture","Roast lamb, wild mushroom dishes",95 (Burghound),,355045,Henri Jouan Gevrey-Chambertin Aux Echezeaux Vieilles Vignes 2019
Hospices de Beaune Beaune Premier Cru Cuvée Guigone de Salins 2014,hospices-de-beaune-beaune-premier-cru-cuvee-guigone-de-salins-2014,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b27703a24227e8ea1c878,Thu Dec 12 2024 18:12:00 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:16 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b27703a24227e8ea1c868_67385ad22558c24c42730e36_Hospices%2520de%2520Beaune%2520Beaune%2520Premier%2520Cru%2520Cuvee%2520Guigone%2520de%2520Salins%25202014.png,,"2014, 2012",clay-limestone,pinot-noir,red,798,,Traditional Burgundian methods,12-18 months in French oak barrels,"Red berries, floral notes, subtle earthiness","Duck, mushroom tart, roasted chicken",92 (Wine Spectator),,355049,Hospices de Beaune Beaune Premier Cru Cuvee Guigone de Salins 2014
Hospices de Beaune Bâtard-Montrachet Grand Cru Cuvée Dames de Flandres 2009,hospices-de-beaune-batard-montrachet-grand-cru-cuvee-dames-de-flandres-2009,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b276e767fa649c537c43a,Thu Dec 12 2024 18:11:58 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:16 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b276e767fa649c537c409_67386034548fcf4356933e87_Hospices%2520de%2520Beaune%2520Batard-Montrachet%2520Grand%2520Cru%2520Cuvee%2520Dames%2520de%2520Flandres%2520Cote%2520de%2520Beaune%25202009.png,,"2009, 2008",limestone-clay,chardonnay,white,3980,,Barrel fermentation,12-15 months in French oak,"Citrus, white peach, toasted almonds, rich texture","Lobster, scallops, creamy poultry dishes",95 (Wine Advocate),,355047,Hospices de Beaune Bâtard-Montrachet Grand Cru Cuvee Dames de Flandres 2009
Hospices de Beaune Volnay Santenots Jehan de Massol 2015,hospices-de-beaune-volnay-santenots-jehan-de-massol-2015,675834b9bb95cd936a45d91a,672cb53b9f8f60aabd3a77c2,675b276f463212b5d2b485f8,Thu Dec 12 2024 18:11:59 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:56:16 GMT+0000 (Coordinated Universal Time),Wed Dec 18 2024 14:59:00 GMT+0000 (Coordinated Universal Time),https://cdn.prod.website-files.com/672cb53b9f8f60aabd3a77f1/675b276f463212b5d2b485df_67385ad312ab66f45bc30f62_Hospices%2520de%2520Beaune%2520Volnay%2520Santenots%2520Jehan%2520de%2520Massol%25202015.png,,"2015, 2014",clay-limestone,pinot-noir,red,1498,,"Gentle extraction, traditional method",14 months in French oak barrels,"Strawberry, raspberry, rose petals, silky texture","Roast pork, grilled salmon, Brie",94 (Wine Enthusiast),,355051,Hospices de Beaune Volnay Santenots Jehan de Massol 2015
